ann_id,work,source_dataset,annotation_type,text,text_clean,t_start,t_end,clip_id,verb,noun,verb_category,split,count
egovid-428,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"using sewing machine, sewing fabric, guiding fabric, adjusting fabric","using sewing machine, sewing fabric, guiding fabric, adjusting fabric",,,,use,sewing,use,full,25
egovid-429,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"wash dishes, scrub plate, rinse plate, place plate drying rack","wash dishes, scrub plate, rinse plate, place plate drying rack",,,,wash,dishes,wash,full,25
egovid-430,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding plate, picking up beads, placing beads onto fabric","holding plate, picking up beads, placing beads onto fabric",,,,hold,plate,hold,full,25
egovid-431,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, handling seeds, picking up seeds, placing seeds","sitting, handling seeds, picking up seeds, placing seeds",,,,sit,seeds,sit,full,25
egovid-432,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, preparing food, handling food, transferring pieces","sitting, preparing food, handling food, transferring pieces",,,,sit,food,sit,full,25
egovid-433,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding cards, arranging cards, participating in game","holding cards, arranging cards, participating in game",,,,hold,cards,hold,full,24
egovid-434,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"painting railing, holding paintbrush, applying paint, moving brush back and forth","painting railing, holding paintbrush, applying paint, moving brush back and forth",,,,hold,painting,hold,full,24
egovid-435,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"wash dishes, scrub cutting board, rinse cutting board","wash dishes, scrub cutting board, rinse cutting board",,,,wash,dishes,wash,full,24
egovid-436,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding wood, positioning wood, adjusting wood, fitting wood","holding wood, positioning wood, adjusting wood, fitting wood",,,,hold,wood,hold,full,24
egovid-437,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"enter, interact, exit","enter, interact, exit",,,,enter,enter,enter,full,24
egovid-438,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"walk, point","walk, point",,,,walk,walk,walk,full,24
egovid-439,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding small object, looking up and around","sitting, holding small object, looking up and around",,,,sit,small,sit,full,24
egovid-440,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"browsing clothes, examining items","browsing clothes, examining items",,,,browsing,browsing,browsing,full,24
egovid-441,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"painting wall, holding paint roller, applying paint, moving roller up and down, ensuring even coat","painting wall, holding paint roller, applying paint, moving roller up and down, ensuring even coat",,,,hold,painting,hold,full,24
egovid-442,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding paintbrush, applying paint, moving brush, ensuring even coat","holding paintbrush, applying paint, moving brush, ensuring even coat",,,,hold,paintbrush,hold,full,24
egovid-443,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"playing piano, hands moving across keys, focusing on sheet music","playing piano, hands moving across keys, focusing on sheet music",,,,move,playing,move,full,24
egovid-444,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"wash hands, turn off faucet, dry hands","wash hands, turn off faucet, dry hands",,,,wash,hands,wash,full,24
egovid-445,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"painting white door, holding paintbrush, applying paint, moving brush back and forth","painting white door, holding paintbrush, applying paint, moving brush back and forth",,,,hold,painting,hold,full,24
egovid-446,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"operating table saw, guiding wood, adjusting wood, adjusting saw blade","operating table saw, guiding wood, adjusting wood, adjusting saw blade",,,,operating,operating,operating,full,24
egovid-447,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding smartphone, engaged with smartphone","sitting, holding smartphone, engaged with smartphone",,,,sit,smartphone,sit,full,24
egovid-448,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding brick, applying mortar, placing brick, aligning砖块","holding brick, applying mortar, placing brick, aligning砖块",,,,hold,brick,hold,full,24
egovid-449,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"iron fabric, adjust fabric, use iron","iron fabric, adjust fabric, use iron",,,,adjust,iron,adjust,full,24
egovid-450,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding trowel, applying substance, spreading substance, smoothing ceiling","holding trowel, applying substance, spreading substance, smoothing ceiling",,,,hold,trowel,hold,full,24
egovid-451,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"playing drum set, moving hands, using drumsticks","playing drum set, moving hands, using drumsticks",,,,move,playing,move,full,24
egovid-452,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"iron shirt, adjust shirt, move iron","iron shirt, adjust shirt, move iron",,,,adjust,iron,adjust,full,24
egovid-453,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, knitting, manipulating yarn, creating stitches, hands moving deftly","sitting, knitting, manipulating yarn, creating stitches, hands moving deftly",,,,sit,knitting,sit,full,24
egovid-454,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"handling playing cards, shuffling cards, dealing cards","handling playing cards, shuffling cards, dealing cards",,,,handle,playing,handle,full,24
egovid-455,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding phone, shuffling cards, dealing cards","holding phone, shuffling cards, dealing cards",,,,hold,phone,hold,full,24
egovid-456,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding book, turning pages, reading text","holding book, turning pages, reading text",,,,hold,book,hold,full,24
egovid-457,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sew fabric, guide fabric, adjust fabric, use sewing machine, wear bangles","sew fabric, guide fabric, adjust fabric, use sewing machine, wear bangles",,,,adjust,fabric,adjust,full,24
egovid-458,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"hold plate, pick up beads, place beads onto fabric, work on embroidery","hold plate, pick up beads, place beads onto fabric, work on embroidery",,,,hold,plate,hold,full,24
egovid-459,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding metal piece, adjusting metal piece, grinding metal piece","holding metal piece, adjusting metal piece, grinding metal piece",,,,hold,metal,hold,full,24
egovid-460,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, handling seeds, picking up seeds, placing seeds into basket","sitting, handling seeds, picking up seeds, placing seeds into basket",,,,sit,seeds,sit,full,24
egovid-461,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, preparing food, handling food items, placing food into bowl","sitting, preparing food, handling food items, placing food into bowl",,,,sit,food,sit,full,24
egovid-462,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding drumsticks, playing drum set, moving arms, hitting drums and cymbals","holding drumsticks, playing drum set, moving arms, hitting drums and cymbals",,,,hold,drumsticks,hold,full,23
egovid-463,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding paintbrush, holding paint can, dipping brush, preparing to apply paint","holding paintbrush, holding paint can, dipping brush, preparing to apply paint",,,,hold,paintbrush,hold,full,23
egovid-464,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"paint wall, move brush, apply paint","paint wall, move brush, apply paint",,,,move,paint,move,full,23
egovid-465,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"washing vegetables, rinsing vegetables, ensuring cleaned","washing vegetables, rinsing vegetables, ensuring cleaned",,,,wash,vegetables,wash,full,23
egovid-466,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding wood, using power drill, aligning wood, securing wood","holding wood, using power drill, aligning wood, securing wood",,,,hold,wood,hold,full,23
egovid-467,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding measuring tape, measuring wood, marking wood with pencil","holding measuring tape, measuring wood, marking wood with pencil",,,,hold,measuring,hold,full,23
egovid-468,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"wash hands, rub hands, use running water","wash hands, rub hands, use running water",,,,wash,hands,wash,full,23
egovid-469,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"handling dough, shaping dough, placing dough, arranging dough","handling dough, shaping dough, placing dough, arranging dough",,,,handle,dough,handle,full,23
egovid-470,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"using hoe, tilling soil, removing weeds, moving hoe back and forth","using hoe, tilling soil, removing weeds, moving hoe back and forth",,,,use,tilling,use,full,23
egovid-471,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"using rolling pin, flattening dough, adjusting dough with hands","using rolling pin, flattening dough, adjusting dough with hands",,,,use,rolling,use,full,23
egovid-472,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, arranging dominoes, placing tiles","sitting, arranging dominoes, placing tiles",,,,sit,dominoes,sit,full,23
egovid-473,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, talking, eating, drinking","sitting, talking, eating, drinking",,,,sit,talking,sit,full,23
egovid-474,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"walking, holding bundle of sticks, adjusting bundle of sticks","walking, holding bundle of sticks, adjusting bundle of sticks",,,,walk,bundle,walk,full,23
egovid-475,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"walk dog, hold leash, dog glance around","walk dog, hold leash, dog glance around",,,,hold,walk,hold,full,23
egovid-476,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"painting wooden post, holding paintbrush, applying paint, moving brush up and down","painting wooden post, holding paintbrush, applying paint, moving brush up and down",,,,hold,painting,hold,full,23
egovid-477,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding pruning shears, cutting branches, moving methodically, demonstrating focus","holding pruning shears, cutting branches, moving methodically, demonstrating focus",,,,hold,pruning,hold,full,23
egovid-478,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding pruning shears, trimming grapevine branches, demonstrating precision","holding pruning shears, trimming grapevine branches, demonstrating precision",,,,hold,pruning,hold,full,23
egovid-479,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding pruning shears, trimming grapevine branches, maintaining vineyard","holding pruning shears, trimming grapevine branches, maintaining vineyard",,,,hold,pruning,hold,full,23
egovid-480,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sit, handle yarn, manipulate yarn","sit, handle yarn, manipulate yarn",,,,handle,yarn,handle,full,23
egovid-481,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"walking, holding branch, adjusting branch","walking, holding branch, adjusting branch",,,,walk,branch,walk,full,23
egovid-482,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"ironing clothes, moving iron back and forth","ironing clothes, moving iron back and forth",,,,move,ironing,move,full,23
egovid-483,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting on sofa, holding smartphone","sitting on sofa, holding smartphone",,,,sit,sofa,sit,full,23
egovid-484,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding wood, examining wood, turning wood, inspecting wood","holding wood, examining wood, turning wood, inspecting wood",,,,hold,wood,hold,full,23
egovid-485,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding wood, positioning wood on table saw, adjusting wood","holding wood, positioning wood on table saw, adjusting wood",,,,hold,wood,hold,full,23
egovid-486,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"walk dog, hold leash, dog sniff ground, explore surroundings","walk dog, hold leash, dog sniff ground, explore surroundings",,,,hold,walk,hold,full,23
egovid-487,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding small object, manipulating object","sitting, holding small object, manipulating object",,,,sit,small,sit,full,23
egovid-488,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"lying, moving legs, lifting legs up and down","lying, moving legs, lifting legs up and down",,,,move,lying,move,full,23
egovid-489,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"ironing fabric, adjusting fabric, using iron","ironing fabric, adjusting fabric, using iron",,,,use,ironing,use,full,23
egovid-490,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sit, reach, pick up book, open book, read, flip pages","sit, reach, pick up book, open book, read, flip pages",,,,reach,book,reach,full,23
egovid-491,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"wash dishes, use sponge, move dishes to drying rack","wash dishes, use sponge, move dishes to drying rack",,,,wash,dishes,wash,full,23
egovid-492,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"ironing shirt, moving iron back and forth, ensuring wrinkle-free","ironing shirt, moving iron back and forth, ensuring wrinkle-free",,,,move,ironing,move,full,23
egovid-493,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"wash dishes, scrub container, rinse container","wash dishes, scrub container, rinse container",,,,wash,dishes,wash,full,23
egovid-494,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"painting bench, holding paintbrush, applying paint, moving brush back and forth","painting bench, holding paintbrush, applying paint, moving brush back and forth",,,,hold,painting,hold,full,23
egovid-495,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"peel onion, adjust grip, prepare food","peel onion, adjust grip, prepare food",,,,adjust,peel,adjust,full,23
egovid-496,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"place shirt, iron shirt, move iron","place shirt, iron shirt, move iron",,,,place,shirt,place,full,23
egovid-497,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"holding cards, shuffling cards, arranging cards","holding cards, shuffling cards, arranging cards",,,,hold,cards,hold,full,23
egovid-498,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"playing Catan, holding cards, making moves","playing catan, holding cards, making moves",,,,hold,playing,hold,full,23
egovid-499,EgoVid-5M,Ego4D (EgoVid-5M curation),clip-narration,"sitting, holding cylindrical object, using hot glue gun, applying glue, securing cylinder","sitting, holding cylindrical object, using hot glue gun, applying glue, securing cylinder",,,,sit,cylindrical,sit,full,23
