ann_id,work,source_dataset,annotation_type,text,text_clean,t_start,t_end,clip_id,verb,noun,verb_category,subject,split,count
egoclip-478,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C lifts a hand,lifts a hand,,,,lift,hand,lift,camera_wearer,full,335
egoclip-479,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#x x talks with c,talks with c,,,,talk,c,talk,other,full,335
egoclip-480,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C takes a book,takes a book,,,,take,book,take,camera_wearer,full,335
egoclip-481,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C moves the legs.,moves the legs,,,,move,legs,move,camera_wearer,full,334
egoclip-482,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C Talks to woman Y,talks to woman y,,,,talk,woman,talk,camera_wearer,full,334
egoclip-483,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at the colleagues,looks at the colleagues,,,,look,colleagues,look,camera_wearer,full,334
egoclip-484,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#c c touches phone,touches phone,,,,touch,phone,touch,camera_wearer,full,333
egoclip-485,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a brush,picks a brush,,,,pick,brush,pick,camera_wearer,full,333
egoclip-486,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a flower,picks a flower,,,,pick,flower,pick,camera_wearer,full,333
egoclip-487,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C stares at the floor,stares at the floor,,,,stare,floor,stare,camera_wearer,full,332
egoclip-488,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C moves left hand,moves left hand,,,,move,left,move,camera_wearer,full,332
egoclip-489,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks knife.,picks knife,,,,pick,knife,pick,camera_wearer,full,331
egoclip-490,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C climbs the ladder,climbs the ladder,,,,climb,ladder,climb,camera_wearer,full,331
egoclip-491,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C picks a dough,picks a dough,,,,pick,dough,pick,camera_wearer,full,331
egoclip-492,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C irons the shirt.,irons the shirt,,,,iron,shirt,iron,camera_wearer,full,331
egoclip-493,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C measures the wood,measures the wood,,,,measure,wood,measure,camera_wearer,full,330
egoclip-494,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#O A lady X talks with C,lady x talks with c,,,,lady,talks,lady,other_person,full,329
egoclip-495,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C looks at lady X,looks at lady x,,,,look,lady,look,camera_wearer,full,329
egoclip-496,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C draws on a book.,draws on a book,,,,draw,book,draw,camera_wearer,full,329
egoclip-497,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C A motorcycle rides past C,motorcycle rides past c,,,,motorcycle,rides,motorcycle,camera_wearer,full,329
egoclip-498,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C rolls the dough with a rolling pin,rolls the dough with a rolling pin,,,,roll,dough,roll,camera_wearer,full,328
egoclip-499,EgoVLP (EgoClip),Ego4D (EgoVLP/EgoClip filtering),clip-narration,#C C puts the paper on the table,puts the paper on the table,,,,put,paper,put,camera_wearer,full,327
