ann_id,work,source_dataset,annotation_type,text,text_clean,t_start,t_end,clip_id,verb,noun,split,participant_id,verb_key,noun_key,verb_category,noun_category,hands,n_verbs,n_nouns,seg_dur_s
P05-20240423-170021-306,HD-EPIC,HD-EPIC,clip-narration,place the lid on the counter and then pick up the tablespoon with my right hand.,place the lid on the counter and then pick up the tablespoon with my right hand.,831.98,833.35,P05-20240423-170021,place,lid,full,P05,put,lid,leave,containers,right hand,2,3,1.37
P05-20240423-170021-357,HD-EPIC,HD-EPIC,clip-narration,Tap spoon on the pan to get rid of any ingredients which are stuck to it.,tap spoon on the pan to get rid of any ingredients which are stuck to it.,985.02,985.56,P05-20240423-170021,tap,spoon,full,P05,pat,spoon,sense,cutlery,,2,3,0.54
P05-20240423-170021-44,HD-EPIC,HD-EPIC,clip-narration,Peel outer onion skin with right hand.,peel outer onion skin with right hand.,85.64,95.44,P05-20240423-170021,peel,outer onion skin,full,P05,peel,skin,split,rubbish,right hand,1,1,9.8
P05-20240423-172243-30,HD-EPIC,HD-EPIC,clip-narration,transfer can to left hand and then pour tomatoes into the pan,transfer can to left hand and then pour tomatoes into the pan,103.84,105.68,P05-20240423-172243,transfer,can,full,P05,move,can,transition,containers,left hand,2,3,1.84
P05-20240423-172243-75,HD-EPIC,HD-EPIC,clip-narration,put wooden spoon down on the chopping board with my right hand,put wooden spoon down on the chopping board with my right hand,256.78,257.2,P05-20240423-172243,put down,wooden spoon,full,P05,put,spoon,leave,cutlery,right hand,1,2,0.42
P05-20240423-180529-200,HD-EPIC,HD-EPIC,clip-narration,Transfer both tins to right hand and then put in the recycling bag.,transfer both tins to right hand and then put in the recycling bag.,550.37,553.83,P05-20240423-180529,transfer,tins,full,P05,move,can,transition,containers,right hand,2,2,3.46
P05-20240423-180529-259,HD-EPIC,HD-EPIC,clip-narration,taste curry from wooden spoon,taste curry from wooden spoon,807.32,808.74,P05-20240423-180529,taste,curry,full,P05,eat,curry,sense,prepared food,,1,2,1.42
P05-20240423-180529-33,HD-EPIC,HD-EPIC,clip-narration,pick up the pan lid with my right hand using the oven glove because it will still be hot.,pick up the pan lid with my right hand using the oven glove because it will still be hot.,83.87,84.33,P05-20240423-180529,pick up,pan lid,full,P05,take,pan,retrieve,cookware,right hand,1,2,0.46
P05-20240423-180529-87,HD-EPIC,HD-EPIC,clip-narration,Pick up tin of chickpeas with my right hand and pass it to my left hand.,pick up tin of chickpeas with my right hand and pass it to my left hand.,239.94,240.49,P05-20240423-180529,pick up,tin of chickpeas,full,P05,take,can,retrieve,containers,"right hand, left hand",2,1,0.55
P05-20240423-183358-1,HD-EPIC,HD-EPIC,clip-narration,Close the door with left hand whilst holding used plate with spoon on top in right hand.,close the door with left hand whilst holding used plate with spoon on top in right hand.,2.9,5.88,P05-20240423-183358,close,door,full,P05,close,cupboard,block,storage,"left hand, right hand",2,3,2.98
P05-20240424-130119-6,HD-EPIC,HD-EPIC,clip-narration,Close cutlery drawer.,close cutlery drawer.,16.6,16.89,P05-20240424-130119,close,cutlery drawer,full,P05,close,drawer,block,furniture,,1,1,0.29
P05-20240424-171038-106,HD-EPIC,HD-EPIC,clip-narration,Start mashing up pine nuts in the pestle and mortar.,start mashing up pine nuts in the pestle and mortar.,388.11,431.1,P05-20240424-171038,mash up,pine nuts,full,P05,crush,nut,split,fruits and nuts,,1,3,42.99
P05-20240424-171038-153,HD-EPIC,HD-EPIC,clip-narration,Transfer Pestle to right hand and pick up Metal bowl with right hand.,transfer pestle to right hand and pick up metal bowl with right hand.,598.23,599.61,P05-20240424-171038,transfer,pestle,full,P05,move,pestle,transition,utensils,right hand,2,2,1.38
P05-20240424-171038-166,HD-EPIC,HD-EPIC,clip-narration,Drag the pan from the left hand side of the cooker which is the hot side to the right hand side of the cooker which is the cold side.,drag the pan from the left hand side of the cooker which is the hot side to the right hand side of the cooker which is the cold side.,636.89,638.51,P05-20240424-171038,drag,pan,full,P05,move,pan,transition,cookware,,1,5,1.62
P05-20240424-171038-214,HD-EPIC,HD-EPIC,clip-narration,put grater down on the counter,put grater down on the counter,815.1,815.66,P05-20240424-171038,put down,grater,full,P05,put,grater,leave,utensils,,1,2,0.56
P05-20240424-171038-264,HD-EPIC,HD-EPIC,clip-narration,Tap wooden spoon on side of pan.,tap wooden spoon on side of pan.,953.96,954.68,P05-20240424-171038,tap,wooden spoon,full,P05,pat,spoon,sense,cutlery,,1,2,0.72
P05-20240424-171038-274,HD-EPIC,HD-EPIC,clip-narration,Open the bag of lettuces.,open the bag of lettuces.,973.14,976.38,P05-20240424-171038,open,bag of lettuces,full,P05,open,bag,access,containers,,1,1,3.24
P05-20240424-171038-325,HD-EPIC,HD-EPIC,clip-narration,Put phone back in pocket with right hand.,put phone back in pocket with right hand.,1135.7,1137.28,P05-20240424-171038,put,phone,full,P05,put,phone,leave,appliances,right hand,1,2,1.58
P05-20240424-171038-363,HD-EPIC,HD-EPIC,clip-narration,Remove oven glove from right hand and place it on the counter.,remove oven glove from right hand and place it on the counter.,1248.81,1249.11,P05-20240424-171038,remove,oven glove,full,P05,remove,oven,retrieve,appliances,right hand,2,2,0.3
P05-20240425-082420-13,HD-EPIC,HD-EPIC,clip-narration,Tip packet of porridge upright so the oats fall down to the bottom.,tip packet of porridge upright so the oats fall down to the bottom.,43.69,45.98,P05-20240425-082420,tip,packet of porridge,full,P05,put,package,leave,containers,,1,3,2.29
P05-20240425-083515-30,HD-EPIC,HD-EPIC,clip-narration,Turn on scales with middle finger on right hand.,turn on scales with middle finger on right hand.,123.54,125.39,P05-20240425-083515,turn on,scales,full,P05,turn-on,scale,access,appliances,right hand,1,2,1.85
P05-20240425-124420-19,HD-EPIC,HD-EPIC,clip-narration,Take the lid off the pan with my right hand.,take the lid off the pan with my right hand.,49.34,50.16,P05-20240425-124420,take,lid,full,P05,take,lid,retrieve,containers,right hand,1,2,0.82
P05-20240425-124420-39,HD-EPIC,HD-EPIC,clip-narration,Pick up the lid of a pan from the counter with my right hand.,pick up the lid of a pan from the counter with my right hand.,89.66,90.29,P05-20240425-124420,pick up,lid of pan,full,P05,take,pan,retrieve,cookware,right hand,1,2,0.63
P05-20240425-171455-194,HD-EPIC,HD-EPIC,clip-narration,Open the lid of the cooker with my right hand.,open the lid of the cooker with my right hand.,442.65,443.32,P05-20240425-171455,open,lid of cooker,full,P05,open,lid,access,containers,right hand,1,1,0.67
P05-20240425-171455-22,HD-EPIC,HD-EPIC,clip-narration,"Tip avocado stone from dirty bowl into the bin, helping it with the spoon.","tip avocado stone from dirty bowl into the bin, helping it with the spoon.",54.24,55.44,P05-20240425-171455,tip,avocado stone,full,P05,put,avocado,leave,fruits and nuts,,1,4,1.2
P05-20240425-171455-5,HD-EPIC,HD-EPIC,clip-narration,Adjust dog bed with both hands.,adjust dog bed with both hands.,12.68,20.3,P05-20240425-171455,adjust,dog bed,full,P05,adjust,pillow,monitor,materials,both hands,1,1,7.62
P05-20240425-173353-159,HD-EPIC,HD-EPIC,clip-narration,Close the left hand side of the cooker with my right hand whilst holding the frying pan in my left hand.,close the left hand side of the cooker with my right hand whilst holding the frying pan in my left hand.,399.36,400.84,P05-20240425-173353,close,left hand side of cooker,full,P05,close,hand,block,hand,"right hand, left hand",2,2,1.48
P05-20240425-201444-267,HD-EPIC,HD-EPIC,clip-narration,lick more chocolate mixture off the spoon because it tastes nice.,lick more chocolate mixture off the spoon because it tastes nice.,885.92,888.61,P05-20240425-201444,lick,more chocolate mixture,full,P05,eat,mixture,sense,prepared food,,1,2,2.69
P05-20240425-201444-323,HD-EPIC,HD-EPIC,clip-narration,Close drawer with left hand,close drawer with left hand,999.35,1000.56,P05-20240425-201444,close,drawer,full,P05,close,drawer,block,furniture,left hand,1,1,1.21
P05-20240425-201444-519,HD-EPIC,HD-EPIC,clip-narration,Place towel on the counter with my right hand.,place towel on the counter with my right hand.,1388.9,1389.81,P05-20240425-201444,place,towel,full,P05,put,towel,leave,materials,right hand,1,2,0.91
P05-20240426-085333-158,HD-EPIC,HD-EPIC,clip-narration,Open the lid of the food recycling container with my right hand.,open the lid of the food recycling container with my right hand.,319.84,320.23,P05-20240426-085333,open,lid of food recycling container,full,P05,open,lid,access,containers,right hand,1,1,0.39
P05-20240426-085333-165,HD-EPIC,HD-EPIC,clip-narration,close the microwave door with my left hand,close the microwave door with my left hand,332.27,333.21,P05-20240426-085333,close,microwave door,full,P05,close,cupboard,block,storage,left hand,1,1,0.94
P05-20240427-143353-15,HD-EPIC,HD-EPIC,clip-narration,Open the cupboard with right hand.,open the cupboard with right hand.,36.66,37.37,P05-20240427-143353,open,cupboard,full,P05,open,cupboard,access,storage,right hand,1,1,0.71
P05-20240427-150402-22,HD-EPIC,HD-EPIC,clip-narration,Adjust the cashews so they stay on the scales without falling over with my left hand.,adjust the cashews so they stay on the scales without falling over with my left hand.,31.84,35.24,P05-20240427-150402,adjust,cashews,full,P05,adjust,nut,monitor,fruits and nuts,left hand,2,2,3.4
P05-20240427-150402-56,HD-EPIC,HD-EPIC,clip-narration,Pick up the plate from the counter with my left hand.,pick up the plate from the counter with my left hand.,120.0,120.68,P05-20240427-150402,pick up,plate,full,P05,take,plate,retrieve,crockery,left hand,1,2,0.68
P06-20240510-090328-117,HD-EPIC,HD-EPIC,clip-narration,washing the coriander stems in the sink using left hand.,washing the coriander stems in the sink using left hand.,357.67,359.4,P06-20240510-090328,wash,coriander stems,full,P06,wash,coriander,clean,spices and herbs and sauces,left hand,1,2,1.73
P06-20240510-090328-137,HD-EPIC,HD-EPIC,clip-narration,Chopping some more fine pieces of onion using the knife in the right hand.,chopping some more fine pieces of onion using the knife in the right hand.,427.08,431.05,P06-20240510-090328,chop,some more fine pieces of onion,full,P06,cut,onion,split,vegetables,right hand,1,2,3.97
P06-20240510-090328-201,HD-EPIC,HD-EPIC,clip-narration,pouring the pancake mix into the bowl using both hands,pouring the pancake mix into the bowl using both hands,635.5,641.48,P06-20240510-090328,pour,pancake mix,full,P06,pour,mixture,merge,prepared food,both hands,1,2,5.98
P06-20240510-090328-241,HD-EPIC,HD-EPIC,clip-narration,using left hand placing the plastic packet of pancake mix into the cardboard box that is held in the right hand,using left hand placing the plastic packet of pancake mix into the cardboard box that is held in the right hand,736.53,740.81,P06-20240510-090328,place,plastic packet of pancake mix,full,P06,put,package,leave,containers,"left hand, right hand",1,2,4.28
P06-20240510-090328-271,HD-EPIC,HD-EPIC,clip-narration,moving the spoon in the right hand in circular motions to make a smooth batter for pancake.,moving the spoon in the right hand in circular motions to make a smooth batter for pancake.,802.03,815.15,P06-20240510-090328,move,spoon,full,P06,move,spoon,transition,cutlery,right hand,1,4,13.12
P06-20240510-090328-293,HD-EPIC,HD-EPIC,clip-narration,holding the cup containing water in both hands while moving towards the weighing balance,holding the cup containing water in both hands while moving towards the weighing balance,880.5,881.49,P06-20240510-090328,hold,cup,full,P06,take,scale,retrieve,appliances,both hands,2,3,0.99
P06-20240510-090328-45,HD-EPIC,HD-EPIC,clip-narration,using both hands opening the pack of the tomatoes,using both hands opening the pack of the tomatoes,122.83,125.44,P06-20240510-090328,open,pack of tomatoes,full,P06,open,package,access,containers,both hands,1,1,2.61
P06-20240510-090328-498,HD-EPIC,HD-EPIC,clip-narration,using right hand writing on the notebook to record the recipe,using right hand writing on the notebook to record the recipe,1498.61,1512.89,P06-20240510-090328,record,writing,full,P06,write,recipe,manipulate,other,right hand,1,3,14.28
P06-20240510-090328-87,HD-EPIC,HD-EPIC,clip-narration,picking the remaining two pieces of the onion using both hands,picking the remaining two pieces of the onion using both hands,264.08,264.99,P06-20240510-090328,pick,remaining two pieces of onion,full,P06,take,onion,retrieve,vegetables,both hands,1,1,0.91
P06-20240510-090328-89,HD-EPIC,HD-EPIC,clip-narration,placing the other piece on the right hand side of the chopping board using right hand,placing the other piece on the right hand side of the chopping board using right hand,266.04,266.69,P06-20240510-090328,place,other piece,full,P06,put,top,leave,furniture,right hand,1,2,0.65
P06-20240510-094438-67,HD-EPIC,HD-EPIC,clip-narration,placing the jar of coffee granules on the tabletop using left hand.,placing the jar of coffee granules on the tabletop using left hand.,137.64,138.86,P06-20240510-094438,place,jar of coffee granules,full,P06,put,jar,leave,containers,left hand,1,2,1.22
P06-20240510-100047-249,HD-EPIC,HD-EPIC,clip-narration,using both hands stretching the arms of the scissors.,using both hands stretching the arms of the scissors.,844.73,845.41,P06-20240510-100047,stretch,arms of scissors,full,P06,stretch,scissors,manipulate,utensils,both hands,1,1,0.68
P06-20240510-104642-1029,HD-EPIC,HD-EPIC,clip-narration,using right hand picking up the cup from the sink,using right hand picking up the cup from the sink,2653.92,2654.81,P06-20240510-104642,pick up,cup,full,P06,take,cup,retrieve,crockery,right hand,1,2,0.89
P06-20240510-104642-662,HD-EPIC,HD-EPIC,clip-narration,using left hand placing the electric kettle on tabletop.,using left hand placing the electric kettle on tabletop.,1418.26,1419.03,P06-20240510-104642,place,electric kettle,full,P06,put,kettle,leave,appliances,left hand,1,2,0.77
P06-20240510-115307-109,HD-EPIC,HD-EPIC,clip-narration,"Using the knife in the right hand, chopping the tomato while holding the tomato in left hand.","using the knife in the right hand, chopping the tomato while holding the tomato in left hand.",274.94,275.47,P06-20240510-115307,chop,knife,full,P06,cut,tomato,split,vegetables,"right hand, left hand",2,2,0.53
P06-20240510-115307-113,HD-EPIC,HD-EPIC,clip-narration,"Using the knife in the right hand, chopping the tomato while holding the tomato in left hand.","using the knife in the right hand, chopping the tomato while holding the tomato in left hand.",286.22,288.85,P06-20240510-115307,chop,knife,full,P06,cut,tomato,split,vegetables,"right hand, left hand",2,2,2.63
P06-20240510-115307-40,HD-EPIC,HD-EPIC,clip-narration,"Using left hand, placing the tomato in the plate.","using left hand, placing the tomato in the plate.",90.76,91.75,P06-20240510-115307,place,tomato,full,P06,put,tomato,leave,vegetables,left hand,1,2,0.99
P06-20240510-121619-125,HD-EPIC,HD-EPIC,clip-narration,"Using both hands, picking up two jars from the tabletop.","using both hands, picking up two jars from the tabletop.",537.16,537.96,P06-20240510-121619,pick up,two jars,full,P06,take,jar,retrieve,containers,both hands,1,2,0.8
P06-20240510-121619-269,HD-EPIC,HD-EPIC,clip-narration,"Using right hand, turning off the chimney exhaust and its light.","using right hand, turning off the chimney exhaust and its light.",1068.54,1071.05,P06-20240510-121619,turn off,chimney exhaust,full,P06,turn-off,hob,block,appliances,right hand,1,2,2.51
P06-20240510-121619-54,HD-EPIC,HD-EPIC,clip-narration,"Using right hand, pressing the clear button to clear the weight of the spoon.","using right hand, pressing the clear button to clear the weight of the spoon.",300.66,301.86,P06-20240510-121619,press,clear button,full,P06,press,button,manipulate,appliances,right hand,2,2,1.2
P06-20240510-140459-199,HD-EPIC,HD-EPIC,clip-narration,"Using the left hand, pick up another chapati from the weighing balance and place it on the plate.","using the left hand, pick up another chapati from the weighing balance and place it on the plate.",720.6,724.17,P06-20240510-140459,pick up,another chapati,full,P06,take,curry,retrieve,prepared food,left hand,2,3,3.57
P06-20240510-140459-84,HD-EPIC,HD-EPIC,clip-narration,"Using the right hand, place the tablecloth on the tabletop.","using the right hand, place the tablecloth on the tabletop.",346.09000000000003,346.5,P06-20240510-140459,place,tablecloth,full,P06,put,cloth,leave,cleaning equipment and material,right hand,1,2,0.41
P06-20240511-102207-140,HD-EPIC,HD-EPIC,clip-narration,"Using left hand, opening the left door of the cabinet.","using left hand, opening the left door of the cabinet.",368.32,369.88,P06-20240511-102207,open,left door of cabinet,full,P06,open,cupboard,access,storage,left hand,1,1,1.56
P06-20240511-102207-201,HD-EPIC,HD-EPIC,clip-narration,using left hand picking up the piece of butter and placing it on the spoon that is placed on the weighing balance,using left hand picking up the piece of butter and placing it on the spoon that is placed on the weighing balance,561.75,564.05,P06-20240511-102207,pick up,piece of butter,full,P06,take,butter,retrieve,dairy and eggs,left hand,2,3,2.3
P06-20240511-102207-219,HD-EPIC,HD-EPIC,clip-narration,using right hand placing the butter knife on the chopping board,using right hand placing the butter knife on the chopping board,612.71,613.26,P06-20240511-102207,place,butter knife,full,P06,put,knife,leave,cutlery,right hand,1,2,0.55
P06-20240511-102207-233,HD-EPIC,HD-EPIC,clip-narration,using the left hand placing the bowl on the tabletop.,using the left hand placing the bowl on the tabletop.,680.97,682.05,P06-20240511-102207,place,bowl,full,P06,put,bowl,leave,crockery,left hand,1,2,1.08
P06-20240511-102207-234,HD-EPIC,HD-EPIC,clip-narration,using right hand briefly moving the frying pan to spread the mixture on the surface of the frying pan in a uniform manner,using right hand briefly moving the frying pan to spread the mixture on the surface of the frying pan in a uniform manner,681.99,683.28,P06-20240511-102207,move,frying pan,full,P06,move,pan,transition,cookware,right hand,2,4,1.29
P06-20240511-102207-322,HD-EPIC,HD-EPIC,clip-narration,using right hand placing the spoon into the bowl that is held in left hand,using right hand placing the spoon into the bowl that is held in left hand,1012.13,1013.31,P06-20240511-102207,place,spoon,full,P06,put,spoon,leave,cutlery,"right hand, left hand",1,2,1.18
P06-20240511-102207-574,HD-EPIC,HD-EPIC,clip-narration,using right hand closing the water tap,using right hand closing the water tap,1906.98,1907.91,P06-20240511-102207,close,water tap,full,P06,close,tap,block,appliances,right hand,1,1,0.93
P06-20240511-102207-661,HD-EPIC,HD-EPIC,clip-narration,using left hand opening the door of the cabinet,using left hand opening the door of the cabinet,2201.92,2202.46,P06-20240511-102207,open,door of cabinet,full,P06,open,cupboard,access,storage,left hand,1,1,0.54
P06-20240511-102207-679,HD-EPIC,HD-EPIC,clip-narration,using both hands closing the door of the microwave,using both hands closing the door of the microwave,2238.93,2240.69,P06-20240511-102207,close,door of microwave,full,P06,close,cupboard,block,storage,both hands,1,1,1.76
P06-20240511-121048-17,HD-EPIC,HD-EPIC,clip-narration,using right hand placing the pressure cooker inside the cabinet,using right hand placing the pressure cooker inside the cabinet,46.19,52.34,P06-20240511-121048,place,pressure cooker,full,P06,put,oven,leave,appliances,right hand,1,2,6.15
P06-20240511-121048-74,HD-EPIC,HD-EPIC,clip-narration,"Using right hand, placing back the cleaning sponge at nearby the sink.","using right hand, placing back the cleaning sponge at nearby the sink.",202.89,204.05,P06-20240511-121048,place,cleaning sponge,full,P06,put,sponge,leave,cleaning equipment and material,right hand,1,2,1.16
P07-20240529-102652-119,HD-EPIC,HD-EPIC,clip-narration,Use the right hand to put the saucepan lid down on the counter and pick up two forks from the bowl.,use the right hand to put the saucepan lid down on the counter and pick up two forks from the bowl.,219.11,219.59,P07-20240529-102652,put down,saucepan lid,full,P07,put,pan,leave,cookware,right hand,2,4,0.48
P07-20240529-102652-158,HD-EPIC,HD-EPIC,clip-narration,Use the left hand to pick up the tongs from the sink.,use the left hand to pick up the tongs from the sink.,279.25,279.94,P07-20240529-102652,pick up,tongs,full,P07,take,tongs,retrieve,utensils,left hand,1,2,0.69
P07-20240529-102652-177,HD-EPIC,HD-EPIC,clip-narration,Use the left hand to unscrew the cap of the dishwashing liquid.,use the left hand to unscrew the cap of the dishwashing liquid.,316.57,319.73,P07-20240529-102652,unscrew,cap of dishwashing liquid,full,P07,unscrew,cap,access,containers,left hand,1,1,3.16
P07-20240529-102652-308,HD-EPIC,HD-EPIC,clip-narration,Use the tea towel in the right hand to wipe down the wooden surface of the kitchen island.,use the tea towel in the right hand to wipe down the wooden surface of the kitchen island.,647.97,649.79,P07-20240529-102652,wipe down,tea towel,full,P07,wash,top,clean,furniture,right hand,1,2,1.82
P07-20240529-102652-66,HD-EPIC,HD-EPIC,clip-narration,use the left hand to pick up a frying pan by the handle from the bottom shelf of the dishwasher,use the left hand to pick up a frying pan by the handle from the bottom shelf of the dishwasher,123.79,124.79,P07-20240529-102652,pick up,frying pan,full,P07,take,pan,retrieve,cookware,left hand,1,3,1.0
P07-20240529-131737-188,HD-EPIC,HD-EPIC,clip-narration,stir the spoon around to loosen the spices inside,stir the spoon around to loosen the spices inside,370.17,371.83,P07-20240529-131737,stir,spoon,full,P07,mix,spoon,merge,cutlery,,2,2,1.66
P07-20240529-131737-286,HD-EPIC,HD-EPIC,clip-narration,Drop the lettuce leaves into the colander and use both hands to shake the colander to get rid of excess water.,drop the lettuce leaves into the colander and use both hands to shake the colander to get rid of excess water.,580.73,582.25,P07-20240529-131737,drop,lettuce leaves,full,P07,drop,lettuce,leave,vegetables,both hands,3,3,1.52
P07-20240529-134410-221,HD-EPIC,HD-EPIC,clip-narration,Use the thumb and index finger of the right hand to remove an olive from the glass jar.,use the thumb and index finger of the right hand to remove an olive from the glass jar.,433.53,434.68,P07-20240529-134410,remove,thumb,full,P07,remove,olive,retrieve,fruits and nuts,,1,3,1.15
P07-20240529-134410-301,HD-EPIC,HD-EPIC,clip-narration,Pick up a wooden spoon from the countertop in the right hand.,pick up a wooden spoon from the countertop in the right hand.,649.65,650.18,P07-20240529-134410,pick up,wooden spoon,full,P07,take,spoon,retrieve,cutlery,right hand,1,2,0.53
P07-20240529-134410-302,HD-EPIC,HD-EPIC,clip-narration,Steady the large salad bowl with the left hand while using the wooden spoon in the right hand to mix the ingredients in the bowl.,steady the large salad bowl with the left hand while using the wooden spoon in the right hand to mix the ingredients in the bowl.,651.77,654.69,P07-20240529-134410,steady,large salad bowl,full,P07,put,bowl,leave,crockery,"left hand, right hand",2,4,2.92
P07-20240529-134410-340,HD-EPIC,HD-EPIC,clip-narration,Close the fridge and walk back to the preparation area,close the fridge and walk back to the preparation area,744.56,745.13,P07-20240529-134410,close,fridge,full,P07,close,fridge,block,appliances,,2,2,0.57
P07-20240529-134410-407,HD-EPIC,HD-EPIC,clip-narration,Move the spoon out of the way and use the right hand to continue picking up the burnt chickpeas and putting them into the palm of the left hand.,move the spoon out of the way and use the right hand to continue picking up the burnt chickpeas and putting them into the palm of the left hand.,939.85,940.51,P07-20240529-134410,move,spoon,full,P07,move,spoon,transition,cutlery,right hand,3,2,0.66
P07-20240529-134410-443,HD-EPIC,HD-EPIC,clip-narration,Use the wooden spoon in the right hand to pick up a spoonful of salad from the large salad bowl and place it into the smaller bowl,use the wooden spoon in the right hand to pick up a spoonful of salad from the large salad bowl and place it into the smaller bowl,1025.91,1030.49,P07-20240529-134410,pick up,wooden spoon,full,P07,take,salad,retrieve,prepared food,right hand,2,4,4.58
P07-20240529-134410-85,HD-EPIC,HD-EPIC,clip-narration,Use the right hand to pick up cherry tomatoes and use the left hand to put them down on the wooden chopping board.,use the right hand to pick up cherry tomatoes and use the left hand to put them down on the wooden chopping board.,190.87,191.37,P07-20240529-134410,pick up,cherry tomatoes,full,P07,take,cherry,retrieve,fruits and nuts,"right hand, left hand",2,2,0.5
P07-20240529-191007-233,HD-EPIC,HD-EPIC,clip-narration,Turn off the tap using the left hand to close the lever and pick up the colander in the right hand.,turn off the tap using the left hand to close the lever and pick up the colander in the right hand.,624.44,625.21,P07-20240529-191007,turn off,tap,full,P07,turn-off,tap,block,appliances,"left hand, right hand",3,3,0.77
P07-20240529-191007-295,HD-EPIC,HD-EPIC,clip-narration,Push the discarded stem to the back of the chopping board.,push the discarded stem to the back of the chopping board.,873.74,874.59,P07-20240529-191007,push,discarded stem,full,P07,press,stalk,manipulate,vegetables,,1,2,0.85
P07-20240529-191007-455,HD-EPIC,HD-EPIC,clip-narration,Place the small bowl into the dishwasher.,place the small bowl into the dishwasher.,1477.87,1478.29,P07-20240529-191007,place,small bowl,full,P07,put,bowl,leave,crockery,,1,2,0.42
P07-20240529-194518-179,HD-EPIC,HD-EPIC,clip-narration,pick up the knife,pick up the knife,574.45,574.75,P07-20240529-194518,pick up,knife,full,P07,take,knife,retrieve,cutlery,,1,1,0.3
P07-20240529-194518-292,HD-EPIC,HD-EPIC,clip-narration,drop the piece of kitchen towel that was used to clean the scales and the piece of plastic packaging into the bin and close the bin.,drop the piece of kitchen towel that was used to clean the scales and the piece of plastic packaging into the bin and close the bin.,909.92,911.44,P07-20240529-194518,drop,piece of kitchen towel,full,P07,drop,towel,leave,materials,,3,4,1.52
P07-20240529-194518-454,HD-EPIC,HD-EPIC,clip-narration,Move over to the fridge and open the fridge door.,move over to the fridge and open the fridge door.,1377.52,1381.89,P07-20240529-194518,move to,fridge,full,P07,move,fridge,transition,appliances,,2,2,4.37
P07-20240529-194518-501,HD-EPIC,HD-EPIC,clip-narration,Drop the handful of parsley into the small bowl.,drop the handful of parsley into the small bowl.,1527.0,1528.1,P07-20240529-194518,drop,handful of parsley,full,P07,drop,parsley,leave,spices and herbs and sauces,,1,2,1.1
P07-20240529-194518-57,HD-EPIC,HD-EPIC,clip-narration,read the piece of paper that is on the countertop to work out what to do next,read the piece of paper that is on the countertop to work out what to do next,206.2,209.94,P07-20240529-194518,read,piece of paper,full,P07,look,paper,monitor,materials,,1,2,3.74
P07-20240530-102543-195,HD-EPIC,HD-EPIC,clip-narration,Pick up the small bowl from the countertop.,pick up the small bowl from the countertop.,634.74,635.8,P07-20240530-102543,pick up,small bowl,full,P07,take,bowl,retrieve,crockery,,1,2,1.06
P07-20240530-102543-222,HD-EPIC,HD-EPIC,clip-narration,move slightly to the left and open the next cupboard door.,move slightly to the left and open the next cupboard door.,720.62,722.0,P07-20240530-102543,move to,left,full,P07,move,hand,transition,hand,,2,2,1.38
P07-20240530-102543-298,HD-EPIC,HD-EPIC,clip-narration,close the drawer.,close the drawer.,1015.83,1016.67,P07-20240530-102543,close,drawer,full,P07,close,drawer,block,furniture,,1,1,0.84
P07-20240530-111344-40,HD-EPIC,HD-EPIC,clip-narration,Put the scrubbing brush into the silver bowl and use it to clean off the leftover cookie dough.,put the scrubbing brush into the silver bowl and use it to clean off the leftover cookie dough.,97.02,100.2285,P07-20240530-111344,put,scrubbing brush,full,P07,put,brush,leave,cleaning equipment and material,,2,3,3.209
P07-20240531-101357-199,HD-EPIC,HD-EPIC,clip-narration,Tip the basket upside down and tap against the side of it to knock the leftover coffee granules out and into the sink.,tip the basket upside down and tap against the side of it to knock the leftover coffee granules out and into the sink.,469.84,475.83,P07-20240531-101357,tip,basket,full,P07,put,basket,leave,containers,,3,4,5.99
P07-20240531-101357-233,HD-EPIC,HD-EPIC,clip-narration,adjust the coffee grinder so that it is in the corner and tidy,adjust the coffee grinder so that it is in the corner and tidy,587.87,589.4,P07-20240531-101357,adjust,coffee grinder,full,P07,adjust,maker:coffee,monitor,appliances,,1,2,1.53
P07-20240531-101357-242,HD-EPIC,HD-EPIC,clip-narration,Spin the food waste spin so that it opens the correct way and push it to the back of the countertop.,spin the food waste spin so that it opens the correct way and push it to the back of the countertop.,615.42,619.46,P07-20240531-101357,spin,food waste,full,P07,turn,food,manipulate,prepared food,,2,2,4.04
P07-20240531-101357-466,HD-EPIC,HD-EPIC,clip-narration,"Turn the air fryer drawer over, rinsing the inside.","turn the air fryer drawer over, rinsing the inside.",1500.72,1507.49,P07-20240531-101357,turn over,air fryer drawer,full,P07,flip,drawer,manipulate,furniture,,2,2,6.77
P07-20240531-201703-392,HD-EPIC,HD-EPIC,clip-narration,Use the spoon to stir the ingredients around and mix them together.,use the spoon to stir the ingredients around and mix them together.,1282.54,1291.01,P07-20240531-201703,stir,spoon,full,P07,mix,recipe,merge,other,,2,2,8.47
P07-20240531-201703-469,HD-EPIC,HD-EPIC,clip-narration,pull the wooden chopping board to the front of the counter,pull the wooden chopping board to the front of the counter,1510.51,1511.61,P07-20240531-201703,pull,wooden chopping board,full,P07,pull,board:chopping,manipulate,utensils,,1,2,1.1
P07-20240531-201703-494,HD-EPIC,HD-EPIC,clip-narration,Pick up the can opener and place it into the top drawer of the dishwasher.,pick up the can opener and place it into the top drawer of the dishwasher.,1574.44,1575.44,P07-20240531-201703,pick up,can opener,full,P07,take,can,retrieve,containers,,2,2,1.0
