ann_id,annotation_type,stream,text,text_zh,t_start,t_end,clip_id,verb,noun,verb_category,work,source_dataset,split,text_clean,seg_dur_s
prim:scene_02__A008++seq__f055850a2107160088f3__2023-04-23-10-01-25:2,atomic-substep,primitive_task,Push in the drawer.,合上抽屉,19.667,24.867,scene_02__A008++seq__f055850a2107160088f3__2023-04-23-10-01-25,push,drawer,access,OakInk2,OakInk2,full,push in the drawer.,5.2
prim:scene_02__O003++seq__2a060a99bf3342bd1398__2023-04-12-10-22-38:0,atomic-substep,primitive_task,Brush whiteboard with the whiteboard eraser.,用白板擦擦白板,8.967,42.217,scene_02__O003++seq__2a060a99bf3342bd1398__2023-04-12-10-22-38,brush,whiteboard,distribute,OakInk2,OakInk2,full,brush whiteboard with the whiteboard eraser.,33.25
prim:scene_02__O003++seq__499f174f9f1eb9181733__2023-04-12-09-40-17:0,atomic-substep,primitive_task,Remove the usb stick from the usb hub.,将usb从usb扩展坞上移除。,4.908,12.125,scene_02__O003++seq__499f174f9f1eb9181733__2023-04-12-09-40-17,remove,stick,manipulate,OakInk2,OakInk2,full,remove the usb stick from the usb hub.,7.217
prim:scene_03__A001++seq__1be0ede087e0ca11e442__2023-04-27-18-20-49:2,atomic-substep,primitive_task,Place the test tube on the rack.,将试管放置在试管架上。,22.325,29.225,scene_03__A001++seq__1be0ede087e0ca11e442__2023-04-27-18-20-49,place,tube,leave,OakInk2,OakInk2,full,place the test tube on the rack.,6.9
prim:scene_03__A001++seq__963fdcad5e6fdd66a990__2023-04-27-18-33-10:0,atomic-substep,primitive_task,Place asbestos mesh onto the tripod.,堆叠加热用的石棉网,9.325,18.342,scene_03__A001++seq__963fdcad5e6fdd66a990__2023-04-27-18-33-10,place,mesh,leave,OakInk2,OakInk2,full,place asbestos mesh onto the tripod.,9.017
prim:scene_03__A004++seq__0f90057f6302c9e0a117__2023-04-26-19-33-13:10,atomic-substep,primitive_task,Put off the alcohol burner with its cap.,使用灯帽熄灭酒精灯,66.875,72.933,scene_03__A004++seq__0f90057f6302c9e0a117__2023-04-26-19-33-13,put,cap,leave,OakInk2,OakInk2,full,put off the alcohol burner with its cap.,6.058
prim:scene_03__A004++seq__0f90057f6302c9e0a117__2023-04-26-19-33-13:6,atomic-substep,primitive_task,Rearrange the asbestos mesh from one position to another position.,将石棉网从一个位置移动到另一个位置。,52.283,52.75,scene_03__A004++seq__0f90057f6302c9e0a117__2023-04-26-19-33-13,rearrange,mesh,manipulate,OakInk2,OakInk2,full,rearrange the asbestos mesh from one position to another position.,0.467
prim:scene_03__A004++seq__0f90057f6302c9e0a117__2023-04-26-19-33-13:9,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,64.092,66.875,scene_03__A004++seq__0f90057f6302c9e0a117__2023-04-26-19-33-13,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,2.783
prim:scene_03__A004++seq__2b3453103507ee1eb883__2023-04-22-18-33-52:0,atomic-substep,primitive_task,Remove the test tube from the rack.,从试管架上取下试管。,8.45,10.217,scene_03__A004++seq__2b3453103507ee1eb883__2023-04-22-18-33-52,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the rack.,1.767
prim:scene_03__A004++seq__2b3453103507ee1eb883__2023-04-22-18-33-52:2,atomic-substep,primitive_task,Place the test tube on the rack.,将试管放置在试管架上。,19.467,23.708,scene_03__A004++seq__2b3453103507ee1eb883__2023-04-22-18-33-52,place,tube,leave,OakInk2,OakInk2,full,place the test tube on the rack.,4.241
prim:scene_03__A004++seq__30dbe27df1594aeb88dc__2023-04-26-19-57-17:17,atomic-substep,primitive_task,Place the test tube on the rack.,将试管放置在试管架上。,115.117,118.283,scene_03__A004++seq__30dbe27df1594aeb88dc__2023-04-26-19-57-17,place,tube,leave,OakInk2,OakInk2,full,place the test tube on the rack.,3.166
prim:scene_03__A004++seq__3336916e549e83db1d07__2023-04-22-19-39-24:1,atomic-substep,primitive_task,Ignite the alcohol burner with the ignitor.,点燃酒精灯,8.917,18.792,scene_03__A004++seq__3336916e549e83db1d07__2023-04-22-19-39-24,ignite,burner,access,OakInk2,OakInk2,full,ignite the alcohol burner with the ignitor.,9.875
prim:scene_03__A004++seq__3b1e6115aecab0a539cb__2023-04-26-19-40-43:0,atomic-substep,primitive_task,Rearrange the conical flask from one position to another position.,将锥形瓶从一个位置移动到另一个位置。,7.917,11.083,scene_03__A004++seq__3b1e6115aecab0a539cb__2023-04-26-19-40-43,rearrange,flask,manipulate,OakInk2,OakInk2,full,rearrange the conical flask from one position to another position.,3.166
prim:scene_03__A004++seq__3b1e6115aecab0a539cb__2023-04-26-19-40-43:11,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,107.283,112.05,scene_03__A004++seq__3b1e6115aecab0a539cb__2023-04-26-19-40-43,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,4.767
prim:scene_03__A004++seq__3b1e6115aecab0a539cb__2023-04-26-19-40-43:16,atomic-substep,primitive_task,Place the test tube on the rack.,将试管放置在试管架上。,146.15,150.083,scene_03__A004++seq__3b1e6115aecab0a539cb__2023-04-26-19-40-43,place,tube,leave,OakInk2,OakInk2,full,place the test tube on the rack.,3.933
prim:scene_03__A004++seq__419a3a06276de7db2371__2023-04-22-20-25-48:3,atomic-substep,primitive_task,Remove the test tube from the rack.,从试管架上取下试管。,26.017,27.617,scene_03__A004++seq__419a3a06276de7db2371__2023-04-22-20-25-48,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the rack.,1.6
prim:scene_03__A004++seq__6490867837c3654b8150__2023-04-22-20-28-38:2,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,20.808,24.608,scene_03__A004++seq__6490867837c3654b8150__2023-04-22-20-28-38,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,3.8
prim:scene_03__A004++seq__6ca00493d658a7c96f4b__2023-04-26-19-30-01:4,atomic-substep,primitive_task,Rearrange the tripod from one position to another position.,将三脚架从一个位置移动到另一个位置。,25.617,30.025,scene_03__A004++seq__6ca00493d658a7c96f4b__2023-04-26-19-30-01,rearrange,tripod,manipulate,OakInk2,OakInk2,full,rearrange the tripod from one position to another position.,4.408
prim:scene_03__A004++seq__6ca00493d658a7c96f4b__2023-04-26-19-30-01:6,atomic-substep,primitive_task,Place asbestos mesh onto the tripod.,堆叠加热用的石棉网,31.058,34.225,scene_03__A004++seq__6ca00493d658a7c96f4b__2023-04-26-19-30-01,place,mesh,leave,OakInk2,OakInk2,full,place asbestos mesh onto the tripod.,3.167
prim:scene_03__A004++seq__70bf7db171a7430a59a3__2023-04-22-20-30-56:0,atomic-substep,primitive_task,Uncap the alcohol burner.,移除酒精灯灯帽,6.092,8.158,scene_03__A004++seq__70bf7db171a7430a59a3__2023-04-22-20-30-56,uncap,burner,access,OakInk2,OakInk2,full,uncap the alcohol burner.,2.066
prim:scene_03__A004++seq__70bf7db171a7430a59a3__2023-04-22-20-30-56:5,atomic-substep,primitive_task,Remove the test tube from the holder,从试管夹上取下试管,36.142,43.417,scene_03__A004++seq__70bf7db171a7430a59a3__2023-04-22-20-30-56,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the holder,7.275
prim:scene_03__A004++seq__720b2ff49d71cc7dd56b__2023-04-22-19-01-39:3,atomic-substep,primitive_task,Pour experiment substances from the beaker to the test tube.,将实验物质从一个烧杯倒入另一个试管。,28.617,41.725,scene_03__A004++seq__720b2ff49d71cc7dd56b__2023-04-22-19-01-39,pour,substances,merge,OakInk2,OakInk2,full,pour experiment substances from the beaker to the test tube.,13.108
prim:scene_03__A004++seq__751fb66f8f9b436a99b4__2023-04-26-19-49-07:13,atomic-substep,primitive_task,Remove the test tube from the holder,从试管夹上取下试管,75.708,80.675,scene_03__A004++seq__751fb66f8f9b436a99b4__2023-04-26-19-49-07,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the holder,4.967
prim:scene_03__A004++seq__751fb66f8f9b436a99b4__2023-04-26-19-49-07:16,atomic-substep,primitive_task,Put off the alcohol burner with its cap.,使用灯帽熄灭酒精灯,85.583,88.583,scene_03__A004++seq__751fb66f8f9b436a99b4__2023-04-26-19-49-07,put,cap,leave,OakInk2,OakInk2,full,put off the alcohol burner with its cap.,3.0
prim:scene_03__A004++seq__751fb66f8f9b436a99b4__2023-04-26-19-49-07:21,atomic-substep,primitive_task,Pour the experiment substance B from the test tube to the conical flask.,将实验物质B从一个试管倒入另一个锥形瓶。,98.792,102.492,scene_03__A004++seq__751fb66f8f9b436a99b4__2023-04-26-19-49-07,pour,b,merge,OakInk2,OakInk2,full,pour the experiment substance b from the test tube to the conical flask.,3.7
prim:scene_03__A004++seq__751fb66f8f9b436a99b4__2023-04-26-19-49-07:24,atomic-substep,primitive_task,Shake the mixture of experiment substance A and B in the conical flask.,在锥形瓶中摇晃实验物质A和B的混合物。,106.558,116.8,scene_03__A004++seq__751fb66f8f9b436a99b4__2023-04-26-19-49-07,shake,mixture,manipulate,OakInk2,OakInk2,full,shake the mixture of experiment substance a and b in the conical flask.,10.242
prim:scene_03__A004++seq__751fb66f8f9b436a99b4__2023-04-26-19-49-07:3,atomic-substep,primitive_task,Pour the experiment substance A from the conical flask to the test tube.,将实验物质A从一个锥形瓶倒入另一个试管。,16.533,30.808,scene_03__A004++seq__751fb66f8f9b436a99b4__2023-04-26-19-49-07,pour,substance,merge,OakInk2,OakInk2,full,pour the experiment substance a from the conical flask to the test tube.,14.275
prim:scene_03__A004++seq__79eb5155002e6d5fdb7a__2023-04-22-18-59-18:3,atomic-substep,primitive_task,Place the test tube on the rack.,将试管放置在试管架上。,28.542,32.108,scene_03__A004++seq__79eb5155002e6d5fdb7a__2023-04-22-18-59-18,place,tube,leave,OakInk2,OakInk2,full,place the test tube on the rack.,3.566
prim:scene_03__A004++seq__79eb5155002e6d5fdb7a__2023-04-22-18-59-18:5,atomic-substep,primitive_task,Ignite the alcohol burner with the ignitor.,点燃酒精灯,38.417,48.383,scene_03__A004++seq__79eb5155002e6d5fdb7a__2023-04-22-18-59-18,ignite,burner,access,OakInk2,OakInk2,full,ignite the alcohol burner with the ignitor.,9.966
prim:scene_03__A004++seq__81a953a8e44603fbe7cb__2023-04-26-18-39-34:0,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,9.025,12.492,scene_03__A004++seq__81a953a8e44603fbe7cb__2023-04-26-18-39-34,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,3.467
prim:scene_03__A004++seq__89667ef51c43f56a5d07__2023-04-22-18-31-50:4,atomic-substep,primitive_task,Rearrange the beaker from one position to another position.,将烧杯从一个位置移动到另一个位置。,39.708,43.558,scene_03__A004++seq__89667ef51c43f56a5d07__2023-04-22-18-31-50,rearrange,beaker,manipulate,OakInk2,OakInk2,full,rearrange the beaker from one position to another position.,3.85
prim:scene_03__A004++seq__897a4742e7e787a11b08__2023-04-22-20-46-30:7,atomic-substep,primitive_task,Place the test tube on the rack.,将试管放置在试管架上。,46.508,49.175,scene_03__A004++seq__897a4742e7e787a11b08__2023-04-22-20-46-30,place,tube,leave,OakInk2,OakInk2,full,place the test tube on the rack.,2.667
prim:scene_03__A004++seq__8e5df63b75649763e706__2023-04-26-19-22-54:13,atomic-substep,primitive_task,Put off the alcohol burner with its cap.,使用灯帽熄灭酒精灯,87.233,94.175,scene_03__A004++seq__8e5df63b75649763e706__2023-04-26-19-22-54,put,cap,leave,OakInk2,OakInk2,full,put off the alcohol burner with its cap.,6.942
prim:scene_03__A004++seq__8e5df63b75649763e706__2023-04-26-19-22-54:9,atomic-substep,primitive_task,Rearrange the tripod from one position to another position.,将三脚架从一个位置移动到另一个位置。,64.417,69.558,scene_03__A004++seq__8e5df63b75649763e706__2023-04-26-19-22-54,rearrange,tripod,manipulate,OakInk2,OakInk2,full,rearrange the tripod from one position to another position.,5.141
prim:scene_03__A004++seq__a534562c360e83490669__2023-04-26-18-29-08:8,atomic-substep,primitive_task,Heat the experiment substance A in the test tube with alcohol lamp.,使用酒精灯在试管中加热实验物质A,38.917,48.758,scene_03__A004++seq__a534562c360e83490669__2023-04-26-18-29-08,heat,substance,manipulate,OakInk2,OakInk2,full,heat the experiment substance a in the test tube with alcohol lamp.,9.841
prim:scene_03__A004++seq__a779dab47a0fea5af26e__2023-04-22-20-16-22:1,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,11.867,13.233,scene_03__A004++seq__a779dab47a0fea5af26e__2023-04-22-20-16-22,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,1.366
prim:scene_03__A004++seq__acc89e84f8c0f3db3525__2023-04-22-20-22-40:2,atomic-substep,primitive_task,Shake experiment substances in the test tube.,在试管中摇晃实验物质。,22.325,30.933,scene_03__A004++seq__acc89e84f8c0f3db3525__2023-04-22-20-22-40,shake,substances,manipulate,OakInk2,OakInk2,full,shake experiment substances in the test tube.,8.608
prim:scene_03__A004++seq__acc89e84f8c0f3db3525__2023-04-22-20-22-40:5,atomic-substep,primitive_task,Heat experiment substances in the test tube with alcohol lamp.,使用酒精灯在试管中加热实验物质,34.533,40.0,scene_03__A004++seq__acc89e84f8c0f3db3525__2023-04-22-20-22-40,heat,substances,manipulate,OakInk2,OakInk2,full,heat experiment substances in the test tube with alcohol lamp.,5.467
prim:scene_03__A004++seq__b0b131f2fc3d47f22ee3__2023-04-26-19-37-03:17,atomic-substep,primitive_task,Pour the experiment substance C from the conical flask to the beaker.,将实验物质C从一个锥形瓶倒入另一个烧杯。,92.683,109.058,scene_03__A004++seq__b0b131f2fc3d47f22ee3__2023-04-26-19-37-03,pour,c,merge,OakInk2,OakInk2,full,pour the experiment substance c from the conical flask to the beaker.,16.375
prim:scene_03__A004++seq__b0b131f2fc3d47f22ee3__2023-04-26-19-37-03:2,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,19.292,20.7,scene_03__A004++seq__b0b131f2fc3d47f22ee3__2023-04-26-19-37-03,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,1.408
prim:scene_03__A004++seq__b5fa37e582ac84807337__2023-04-26-19-53-13:12,atomic-substep,primitive_task,Rearrange the beaker from one position to another position.,将烧杯从一个位置移动到另一个位置。,80.975,85.183,scene_03__A004++seq__b5fa37e582ac84807337__2023-04-26-19-53-13,rearrange,beaker,manipulate,OakInk2,OakInk2,full,rearrange the beaker from one position to another position.,4.208
prim:scene_03__A004++seq__b5fa37e582ac84807337__2023-04-26-19-53-13:15,atomic-substep,primitive_task,Use the holder to place the test tube on the rack.,用试管夹将试管放置在试管架上,94.992,99.058,scene_03__A004++seq__b5fa37e582ac84807337__2023-04-26-19-53-13,use,holder,manipulate,OakInk2,OakInk2,full,use the holder to place the test tube on the rack.,4.066
prim:scene_03__A004++seq__b5fa37e582ac84807337__2023-04-26-19-53-13:7,atomic-substep,primitive_task,Heat the experiment substance A in the beaker with alcohol lamp.,使用酒精灯在烧杯中加热实验物质A。,44.475,47.783,scene_03__A004++seq__b5fa37e582ac84807337__2023-04-26-19-53-13,heat,substance,manipulate,OakInk2,OakInk2,full,heat the experiment substance a in the beaker with alcohol lamp.,3.308
prim:scene_03__A004++seq__b5fa37e582ac84807337__2023-04-26-19-53-13:9,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,68.933,71.642,scene_03__A004++seq__b5fa37e582ac84807337__2023-04-26-19-53-13,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,2.709
prim:scene_03__A004++seq__b7853a8caac0b26347c1__2023-04-26-19-19-49:6,atomic-substep,primitive_task,Rearrange the beaker from one position to another position.,将烧杯从一个位置移动到另一个位置。,43.075,45.417,scene_03__A004++seq__b7853a8caac0b26347c1__2023-04-26-19-19-49,rearrange,beaker,manipulate,OakInk2,OakInk2,full,rearrange the beaker from one position to another position.,2.342
prim:scene_03__A004++seq__b7853a8caac0b26347c1__2023-04-26-19-19-49:7,atomic-substep,primitive_task,Rearrange the conical flask from one position to another position.,将锥形瓶从一个位置移动到另一个位置。,46.483,50.883,scene_03__A004++seq__b7853a8caac0b26347c1__2023-04-26-19-19-49,rearrange,flask,manipulate,OakInk2,OakInk2,full,rearrange the conical flask from one position to another position.,4.4
prim:scene_03__A004++seq__beb8fa60acb6693c34ff__2023-04-22-19-42-37:3,atomic-substep,primitive_task,Place the test tube on the rack.,将试管放置在试管架上。,43.108,46.817,scene_03__A004++seq__beb8fa60acb6693c34ff__2023-04-22-19-42-37,place,tube,leave,OakInk2,OakInk2,full,place the test tube on the rack.,3.709
prim:scene_03__A004++seq__cf9b2eeea82d3a0ccfdc__2023-04-22-20-33-49:0,atomic-substep,primitive_task,Place asbestos mesh onto the tripod.,堆叠加热用的石棉网,6.275,11.283,scene_03__A004++seq__cf9b2eeea82d3a0ccfdc__2023-04-22-20-33-49,place,mesh,leave,OakInk2,OakInk2,full,place asbestos mesh onto the tripod.,5.008
prim:scene_03__A004++seq__cf9b2eeea82d3a0ccfdc__2023-04-22-20-33-49:3,atomic-substep,primitive_task,Ignite the alcohol burner with the ignitor.,点燃酒精灯,18.217,24.892,scene_03__A004++seq__cf9b2eeea82d3a0ccfdc__2023-04-22-20-33-49,ignite,burner,access,OakInk2,OakInk2,full,ignite the alcohol burner with the ignitor.,6.675
prim:scene_03__A004++seq__d8f7706647ace123df37__2023-04-22-20-19-15:4,atomic-substep,primitive_task,Heat experiment substances in the test tube with alcohol lamp.,使用酒精灯在试管中加热实验物质,29.283,34.892,scene_03__A004++seq__d8f7706647ace123df37__2023-04-22-20-19-15,heat,substances,manipulate,OakInk2,OakInk2,full,heat experiment substances in the test tube with alcohol lamp.,5.609
prim:scene_03__A004++seq__d8f7706647ace123df37__2023-04-22-20-19-15:5,atomic-substep,primitive_task,Remove the test tube from the holder,从试管夹上取下试管,34.892,41.125,scene_03__A004++seq__d8f7706647ace123df37__2023-04-22-20-19-15,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the holder,6.233
prim:scene_03__A004++seq__d9987909c09e38143ec8__2023-04-22-18-41-41:5,atomic-substep,primitive_task,Hold the test tube holder to the position.,用手抓握试管夹并保持位置。,33.242,34.833,scene_03__A004++seq__d9987909c09e38143ec8__2023-04-22-18-41-41,hold,holder,retrieve,OakInk2,OakInk2,full,hold the test tube holder to the position.,1.591
prim:scene_03__A004++seq__db0a0f81cabbdbbcecfc__2023-04-26-19-44-56:1,atomic-substep,primitive_task,Pour the experiment substance A from the beaker to the test tube.,将实验物质A从一个烧杯倒入另一个试管。,14.15,33.233,scene_03__A004++seq__db0a0f81cabbdbbcecfc__2023-04-26-19-44-56,pour,substance,merge,OakInk2,OakInk2,full,pour the experiment substance a from the beaker to the test tube.,19.083
prim:scene_03__A004++seq__dd7fe851e3065043361f__2023-04-22-20-38-45:0,atomic-substep,primitive_task,Uncap the alcohol burner.,移除酒精灯灯帽,5.35,7.75,scene_03__A004++seq__dd7fe851e3065043361f__2023-04-22-20-38-45,uncap,burner,access,OakInk2,OakInk2,full,uncap the alcohol burner.,2.4
prim:scene_03__A004++seq__dd7fe851e3065043361f__2023-04-22-20-38-45:5,atomic-substep,primitive_task,Shake experiment substances in the test tube held by the test tube holder.,在试管夹夹住的试管中摇晃实验物质。,32.3,40.108,scene_03__A004++seq__dd7fe851e3065043361f__2023-04-22-20-38-45,shake,substances,manipulate,OakInk2,OakInk2,full,shake experiment substances in the test tube held by the test tube holder.,7.808
prim:scene_03__A004++seq__dd7fe851e3065043361f__2023-04-22-20-38-45:7,atomic-substep,primitive_task,Place the test tube on the rack.,将试管放置在试管架上。,43.175,46.008,scene_03__A004++seq__dd7fe851e3065043361f__2023-04-22-20-38-45,place,tube,leave,OakInk2,OakInk2,full,place the test tube on the rack.,2.833
prim:scene_03__A004++seq__e177c5412c3306d7d46b__2023-04-26-18-21-01:0,atomic-substep,primitive_task,Stir experiment substances in the beaker with the glass rod.,在烧杯中用玻璃棒搅拌实验物质。,7.8,21.775,scene_03__A004++seq__e177c5412c3306d7d46b__2023-04-26-18-21-01,stir,substances,merge,OakInk2,OakInk2,full,stir experiment substances in the beaker with the glass rod.,13.975
prim:scene_03__A004++seq__e177c5412c3306d7d46b__2023-04-26-18-21-01:6,atomic-substep,primitive_task,Rearrange the beaker from one position to another position.,将烧杯从一个位置移动到另一个位置。,35.65,38.083,scene_03__A004++seq__e177c5412c3306d7d46b__2023-04-26-18-21-01,rearrange,beaker,manipulate,OakInk2,OakInk2,full,rearrange the beaker from one position to another position.,2.433
prim:scene_03__A004++seq__e177c5412c3306d7d46b__2023-04-26-18-21-01:8,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,40.75,42.958,scene_03__A004++seq__e177c5412c3306d7d46b__2023-04-26-18-21-01,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,2.208
prim:scene_03__A004++seq__e177c5412c3306d7d46b__2023-04-26-18-21-01:9,atomic-substep,primitive_task,Hold the ignitor to the position.,用手抓握点火器并保持位置。,42.925,44.758,scene_03__A004++seq__e177c5412c3306d7d46b__2023-04-26-18-21-01,hold,ignitor,retrieve,OakInk2,OakInk2,full,hold the ignitor to the position.,1.833
prim:scene_03__A004++seq__e98067a2336ade7d2edc__2023-04-22-19-50-20:6,atomic-substep,primitive_task,Remove the test tube from the holder,从试管夹上取下试管,35.7,43.975,scene_03__A004++seq__e98067a2336ade7d2edc__2023-04-22-19-50-20,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the holder,8.275
prim:scene_03__A004++seq__f2d09be48f383f8caf97__2023-04-22-18-52-52:2,atomic-substep,primitive_task,Pour experiment substances from the beaker to the test tube.,将实验物质从一个烧杯倒入另一个试管。,16.092,30.367,scene_03__A004++seq__f2d09be48f383f8caf97__2023-04-22-18-52-52,pour,substances,merge,OakInk2,OakInk2,full,pour experiment substances from the beaker to the test tube.,14.275
prim:scene_03__A004++seq__f2d09be48f383f8caf97__2023-04-22-18-52-52:4,atomic-substep,primitive_task,Hold the test tube to the position.,用手抓握试管并保持位置。,30.9,35.175,scene_03__A004++seq__f2d09be48f383f8caf97__2023-04-22-18-52-52,hold,tube,retrieve,OakInk2,OakInk2,full,hold the test tube to the position.,4.275
prim:scene_03__A004++seq__f2d09be48f383f8caf97__2023-04-22-18-52-52:5,atomic-substep,primitive_task,Remove the test tube from the rack.,从试管架上取下试管。,32.842,35.175,scene_03__A004++seq__f2d09be48f383f8caf97__2023-04-22-18-52-52,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the rack.,2.333
prim:scene_03__A004++seq__f2d09be48f383f8caf97__2023-04-22-18-52-52:8,atomic-substep,primitive_task,Place the test tube on the rack.,将试管放置在试管架上。,43.008,50.783,scene_03__A004++seq__f2d09be48f383f8caf97__2023-04-22-18-52-52,place,tube,leave,OakInk2,OakInk2,full,place the test tube on the rack.,7.775
prim:scene_03__A004++seq__f5a3d2061cdb3e4516dc__2023-04-26-18-48-39:11,atomic-substep,primitive_task,Place the test tube on the rack.,将试管放置在试管架上。,65.692,68.658,scene_03__A004++seq__f5a3d2061cdb3e4516dc__2023-04-26-18-48-39,place,tube,leave,OakInk2,OakInk2,full,place the test tube on the rack.,2.966
prim:scene_03__A004++seq__f7d372ea34c2e13417c3__2023-04-26-19-26-11:0,atomic-substep,primitive_task,Rearrange the beaker from one position to another position.,将烧杯从一个位置移动到另一个位置。,7.542,11.142,scene_03__A004++seq__f7d372ea34c2e13417c3__2023-04-26-19-26-11,rearrange,beaker,manipulate,OakInk2,OakInk2,full,rearrange the beaker from one position to another position.,3.6
prim:scene_03__A004++seq__f7d372ea34c2e13417c3__2023-04-26-19-26-11:4,atomic-substep,primitive_task,Pour the experiment substance A from the beaker to the conical flask.,将实验物质A从一个烧杯倒入另一个锥形瓶。,31.992,50.533,scene_03__A004++seq__f7d372ea34c2e13417c3__2023-04-26-19-26-11,pour,substance,merge,OakInk2,OakInk2,full,pour the experiment substance a from the beaker to the conical flask.,18.541
prim:scene_03__A004++seq__facbce031fe123b84569__2023-04-26-18-25-35:14,atomic-substep,primitive_task,Rearrange the beaker from one position to another position.,将烧杯从一个位置移动到另一个位置。,77.35,79.875,scene_03__A004++seq__facbce031fe123b84569__2023-04-26-18-25-35,rearrange,beaker,manipulate,OakInk2,OakInk2,full,rearrange the beaker from one position to another position.,2.525
prim:scene_03__A005++seq__22c9ea29ee39cada84df__2023-04-20-10-45-54:0,atomic-substep,primitive_task,Remove the test tube from the rack.,从试管架上取下试管。,8.817,11.883,scene_03__A005++seq__22c9ea29ee39cada84df__2023-04-20-10-45-54,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the rack.,3.066
prim:scene_03__A005++seq__278a684018f1f1d1a189__2023-04-25-20-09-41:0,atomic-substep,primitive_task,Remove the test tube from the rack.,从试管架上取下试管。,8.492,10.292,scene_03__A005++seq__278a684018f1f1d1a189__2023-04-25-20-09-41,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the rack.,1.8
prim:scene_03__A005++seq__278a684018f1f1d1a189__2023-04-25-20-09-41:4,atomic-substep,primitive_task,Pour the experiment substance A from the test tube to another test tube.,将实验物质A从一个试管倒入另一个另一个试管。,38.283,43.583,scene_03__A005++seq__278a684018f1f1d1a189__2023-04-25-20-09-41,pour,substance,merge,OakInk2,OakInk2,full,pour the experiment substance a from the test tube to another test tube.,5.3
prim:scene_03__A005++seq__d77d9efac31d9619bb67__2023-04-20-10-42-55:2,atomic-substep,primitive_task,Place the test tube on the rack.,将试管放置在试管架上。,32.483,42.558,scene_03__A005++seq__d77d9efac31d9619bb67__2023-04-20-10-42-55,place,tube,leave,OakInk2,OakInk2,full,place the test tube on the rack.,10.075
prim:scene_03__A007++seq__030e304a9813d85ae4b9__2023-04-19-11-00-23:0,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,6.175,9.008,scene_03__A007++seq__030e304a9813d85ae4b9__2023-04-19-11-00-23,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,2.833
prim:scene_03__A007++seq__030e304a9813d85ae4b9__2023-04-19-11-00-23:2,atomic-substep,primitive_task,Ignite the alcohol burner with the ignitor.,点燃酒精灯,12.867,18.75,scene_03__A007++seq__030e304a9813d85ae4b9__2023-04-19-11-00-23,ignite,burner,access,OakInk2,OakInk2,full,ignite the alcohol burner with the ignitor.,5.883
prim:scene_03__A007++seq__040ca5dc93b15256e8bf__2023-04-20-14-56-43:2,atomic-substep,primitive_task,Rearrange the beaker from one position to another position.,将烧杯从一个位置移动到另一个位置。,32.358,36.892,scene_03__A007++seq__040ca5dc93b15256e8bf__2023-04-20-14-56-43,rearrange,beaker,manipulate,OakInk2,OakInk2,full,rearrange the beaker from one position to another position.,4.534
prim:scene_03__A007++seq__040ca5dc93b15256e8bf__2023-04-20-14-56-43:4,atomic-substep,primitive_task,Stir experiment substances in the beaker with the glass rod.,在烧杯中用玻璃棒搅拌实验物质。,40.092,48.9,scene_03__A007++seq__040ca5dc93b15256e8bf__2023-04-20-14-56-43,stir,substances,merge,OakInk2,OakInk2,full,stir experiment substances in the beaker with the glass rod.,8.808
